instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,week
2886,2011-05-05,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4,18
2887,2011-05-05,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,0.2537,4,3,7,18
2888,2011-05-05,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,1,29,30,18
2889,2011-05-05,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89,18
2890,2011-05-05,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,16,255,271,18
2891,2011-05-05,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440,18
2892,2011-05-05,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,20,164,184,18
2893,2011-05-05,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,30,98,128,18
2894,2011-05-05,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148,18
2895,2011-05-05,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196,18
2896,2011-05-05,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.194,50,142,192,18
2897,2011-05-05,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,19,135,154,18
2898,2011-05-05,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.194,27,120,147,18
2899,2011-05-05,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,36,233,269,18
2900,2011-05-05,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533,18
2901,2011-05-05,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,64,456,520,18
2902,2011-05-05,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,0.2239,56,305,361,18
2903,2011-05-05,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,33,225,258,18
2904,2011-05-05,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,39,141,180,18
2905,2011-05-05,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165,18
2906,2011-05-05,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,16,99,115,18
2907,2011-05-06,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56,18
2908,2011-05-06,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32,18
2909,2011-05-06,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,1,15,16,18
2910,2011-05-06,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,3,6,9,18
2911,2011-05-06,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1,18
2912,2011-05-06,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16,18
2913,2011-05-06,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82,18
2914,2011-05-06,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,20,202,222,18
2915,2011-05-06,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450,18
2916,2011-05-06,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,27,161,188,18
2917,2011-05-06,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127,18
2918,2011-05-06,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165,18
2919,2011-05-06,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,48,198,246,18
2920,2011-05-06,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,71,182,253,18
2921,2011-05-06,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,86,127,213,18
2922,2011-05-06,2,0,5,15,0,5,1,1,0.6,0.6212,0.38,0.3881,89,171,260,18
2923,2011-05-06,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344,18
2924,2011-05-06,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553,18
2925,2011-05-06,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,85,385,470,18
2926,2011-05-06,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292,18
2927,2011-05-06,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,29,161,190,18
2928,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152,18
2929,2011-05-06,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151,18
2930,2011-05-06,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120,18
2931,2011-05-07,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86,18
2932,2011-05-07,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58,18
2933,2011-05-07,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52,18
2934,2011-05-07,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,9,9,18,18
2935,2011-05-07,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5,18
2936,2011-05-07,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7,18
2937,2011-05-07,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13,18
2938,2011-05-07,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,8,32,40,18
2939,2011-05-07,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115,18
2940,2011-05-07,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218,18
2941,2011-05-07,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,90,208,298,18
2942,2011-05-07,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0.0,132,215,347,18
2943,2011-05-07,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,129,244,373,18
2944,2011-05-07,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436,18
2945,2011-05-07,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,143,235,378,18
2946,2011-05-07,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378,18
2947,2011-05-07,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,119,223,342,18
2948,2011-05-07,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,138,216,354,18
2949,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289,18
2950,2011-05-07,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,88,179,267,18
2951,2011-05-07,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219,18
2952,2011-05-07,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,58,124,182,18
2953,2011-05-07,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120,18
2954,2011-05-07,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119,18
2955,2011-05-08,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100,18
2956,2011-05-08,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0.0,8,56,64,18
2957,2011-05-08,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59,18
2958,2011-05-08,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31,18
2959,2011-05-08,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,2,8,10,18
2960,2011-05-08,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0.0,0,5,5,18
2961,2011-05-08,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0.0,2,4,6,18
2962,2011-05-08,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0.0,8,15,23,18
2963,2011-05-08,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,28,58,86,18
2964,2011-05-08,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160,18
2965,2011-05-08,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244,18
2966,2011-05-08,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340,18
2967,2011-05-08,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382,18
2968,2011-05-08,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390,18
2969,2011-05-08,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,126,240,366,18
2970,2011-05-08,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,128,230,358,18
2971,2011-05-08,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385,18
2972,2011-05-08,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351,18
2973,2011-05-08,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0.0,63,205,268,18
2974,2011-05-08,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0.0,61,178,239,18
2975,2011-05-08,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174,18
2976,2011-05-08,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127,18
2977,2011-05-08,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115,18
2978,2011-05-08,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50,18
2979,2011-05-09,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53,19
2980,2011-05-09,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0.0,25,8,33,19
2981,2011-05-09,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0.0,6,2,8,19
2982,2011-05-09,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7,19
2983,2011-05-09,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4,19
2984,2011-05-09,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23,19
2985,2011-05-09,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89,19
2986,2011-05-09,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237,19
2987,2011-05-09,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374,19
2988,2011-05-09,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178,19
2989,2011-05-09,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119,19
2990,2011-05-09,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125,19
2991,2011-05-09,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195,19
2992,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174,19
2993,2011-05-09,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162,19
2994,2011-05-09,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199,19
2995,2011-05-09,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304,19
2996,2011-05-09,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598,19
2997,2011-05-09,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524,19
2998,2011-05-09,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384,19
2999,2011-05-09,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239,19
3000,2011-05-09,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156,19
3001,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116,19
3002,2011-05-09,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61,19
3003,2011-05-10,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,6,12,18,19
3004,2011-05-10,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15,19
3005,2011-05-10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,19
3006,2011-05-10,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4,19
3007,2011-05-10,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2,19
3008,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29,19
3009,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112,19
3010,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314,19
3011,2011-05-10,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425,19
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205,19
3013,2011-05-10,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127,19
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,19
3015,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217,19
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,19
3017,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176,19
3018,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,19
3019,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,19
3020,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611,19
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,19
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,19
3023,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,19
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203,19
3025,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,19
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,19
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,19
3028,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,19
3029,2011-05-11,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,6,4,10,19
3030,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,19
3031,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,19
3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,19
3033,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,19
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,19
3035,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,19
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,19
3037,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,19
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,19
3039,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226,19
3040,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193,19
3041,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,19
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179,19
3043,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289,19
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,19
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,19
3046,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,19
3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,19
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234,19
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,19
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,19
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,19
3052,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,19
3053,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,19
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,19
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6,19
3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,19
3057,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112,19
3058,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,19
3059,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,19
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,19
3061,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,19
3062,2011-05-12,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,19
3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,19
3064,2011-05-12,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,19
3065,2011-05-12,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,19
3066,2011-05-12,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,19
3067,2011-05-12,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,19
3068,2011-05-12,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,19
3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527,19
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,19
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,56,220,276,19
3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,19
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,25,147,172,19
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,16,87,103,19
3075,2011-05-13,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52,19
3076,2011-05-13,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20,19
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11,19
3078,2011-05-13,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4,19
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5,19
3080,2011-05-13,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,19
3081,2011-05-13,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82,19
3082,2011-05-13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157,19
3083,2011-05-13,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,26,361,387,19
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233,19
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130,19
3086,2011-05-13,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146,19
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,53,170,223,19
3088,2011-05-13,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226,19
3089,2011-05-13,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190,19
3090,2011-05-13,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198,19
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300,19
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491,19
3093,2011-05-13,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398,19
3094,2011-05-13,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,25,245,270,19
3095,2011-05-13,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22,130,152,19
3096,2011-05-13,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24,130,154,19
3097,2011-05-13,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132,19
3098,2011-05-13,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31,88,119,19
3099,2011-05-14,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24,78,102,19
3100,2011-05-14,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,18,64,82,19
3101,2011-05-14,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,15,37,52,19
3102,2011-05-14,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,5,30,35,19
3103,2011-05-14,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,1,4,5,19
3104,2011-05-14,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7,14,19
3105,2011-05-14,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11,19
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,4,28,32,19
3107,2011-05-14,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,16,72,88,19
3108,2011-05-14,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,14,86,100,19
3109,2011-05-14,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,34,133,167,19
3110,2011-05-14,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72,207,279,19
3111,2011-05-14,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,75,204,279,19
3112,2011-05-14,2,0,5,13,0,6,0,3,0.52,0.5,1.0,0.0896,68,180,248,19
3113,2011-05-14,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57,159,216,19
3114,2011-05-14,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221,294,19
3115,2011-05-14,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,107,188,295,19
3116,2011-05-14,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,78,194,272,19
3117,2011-05-14,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304,19
3118,2011-05-14,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69,179,248,19
3119,2011-05-14,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42,115,157,19
3120,2011-05-14,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15,44,59,19
3121,2011-05-14,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7,19,26,19
3122,2011-05-14,2,0,5,23,0,6,0,3,0.52,0.5,1.0,0.194,11,33,44,19
3123,2011-05-15,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,5,34,39,19
3124,2011-05-15,2,0,5,1,0,0,0,2,0.52,0.5,1.0,0.1045,4,43,47,19
3125,2011-05-15,2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,13,37,50,19
3126,2011-05-15,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,11,21,32,19
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,5,8,13,19
3128,2011-05-15,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,3,11,14,19
3129,2011-05-15,2,0,5,6,0,0,0,2,0.52,0.5,1.0,0.1343,3,14,17,19
3130,2011-05-15,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,4,38,42,19
3131,2011-05-15,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,24,46,70,19
3132,2011-05-15,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,36,98,134,19
3133,2011-05-15,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,73,153,226,19
3134,2011-05-15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322,19
3135,2011-05-15,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367,19
3136,2011-05-15,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456,19
3137,2011-05-15,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,183,254,437,19
3138,2011-05-15,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,206,253,459,19
3139,2011-05-15,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440,19
3140,2011-05-15,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,137,255,392,19
3141,2011-05-15,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237,19
3142,2011-05-15,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231,19
3143,2011-05-15,2,0,5,20,0,0,0,1,0.54,0.5152,0.88,0.0,53,138,191,19
3144,2011-05-15,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,44,107,151,19
3145,2011-05-15,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,29,88,117,19
3146,2011-05-15,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69,19
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38,20
3148,2011-05-16,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14,20
3149,2011-05-16,2,0,5,2,0,1,1,1,0.5,0.4848,1.0,0.0896,4,9,13,20
3150,2011-05-16,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1,3,4,20
3151,2011-05-16,2,0,5,4,0,1,1,1,0.5,0.4848,1.0,0.1343,1,5,6,20
3152,2011-05-16,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,1,20,21,20
3153,2011-05-16,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104,20
3154,2011-05-16,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,27,245,272,20
3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394,20
